"Gender","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","class"
"Male",3,5,4.8,2.4,4.8,2.4,2,4,1,5,3,51,16,20,2,"P",0,"L",9249,3871,447,"Y"
"Female",5,2,4.8,3.6,2.4,1.2,35,3,2,4,3,50,9,10,1,"B",11,"L",8556,8740,541,"N"
"Female",1,2,6,1.2,4.8,1.2,70,2,1,3,3,21,9,30,2,"B",0,"L",4005,2967,1855,"N"
"Male",4,3,4.8,2.4,4.8,2.4,0,3,1,4,4,27,4,20,2,"B",0,"L",6631,2178,270,"Y"
"Female",3,4,6,2.4,4.8,1.2,0,5,1,4,3,40,1,10,1,"P",0,"L",7157,7721,421,"Y"
"Female",2,3,4.8,3.6,4.8,1.2,3,3,3,3,3,35,9,10,1,"P",0,"L",6760,8458,3754,"N"
"Male",2,1,4.8,4.8,4.8,4.8,0,3,3,5,5,25,16,40,4,"B",16,"L",8765,3731,733,"Y"
"Female",3,2,3.6,2.4,2.4,6,5,2,3,3,2,55,1,50,5,"B",0,"L",503,3360,302,"N"
"Female",2,1,3.6,2.4,6,6,2,4,1,1,5,27,1,50,1,"B",53,"D",2498,736,421,"N"
"Male",2,1,6,6,4.8,6,7,5,3,2,5,34,16,50,5,"B",0,"L",3015,9003,1050,"Y"
"Female",4,0,4.8,3.6,1.2,1.2,1,3,3,1,3,45,4,10,5,"P",67,"L",1662,4951,3818,"N"
"Male",2,1,6,6,6,6,0,4,1,3,4,7,1,10,2,"B",0,"L",4251,2826,925,"N"
"Female",3,4,6,1.2,6,4.8,78,1,1,3,4,30,9,40,2,"B",18,"D",4396,430,602,"N"
"Female",1,1,3.6,4.8,6,6,0,4,3,4,4,41,25,50,5,"B",0,"L",4370,8903,3101,"Y"
"Male",2,4,6,6,4.8,4.8,2,4,1,4,5,37,25,30,2,"B",0,"L",9673,3741,164,"N"
"Male",3,2,3.6,6,4.8,4.8,0,4,1,1,5,52,25,30,3,"B",0,"L",5361,9750,223,"N"
"Female",2,3,6,6,4.8,1.2,16,4,3,4,4,22,16,10,1,"B",0,"L",8082,4831,3492,"Y"
"Male",5,2,4.8,3.6,3.6,3.6,0,3,1,4,3,53,16,30,4,"B",0,"L",8907,2902,1609,"N"
"Female",4,2,4.8,1.2,1.2,3.6,0,3,1,1,2,36,16,10,3,"B",40,"L",9345,3962,431,"N"
"Female",3,4,1.2,3.6,1.2,2.4,0,3,3,3,5,38,25,40,2,"B",10,"D",2458,5503,447,"N"
"Male",5,5,3.6,3.6,4.8,0,7,5,2,1,5,13,25,10,0,"B",29,"L",4934,5867,270,"Y"
"Female",2,2,6,6,4.8,6,0,5,3,4,5,44,9,50,5,"P",29,"L",6948,3684,2600,"Y"
"Female",1,5,6,6,6,6,10,0,1,3,5,51,16,10,0,"B",2,"L",4202,3180,2165,"Y"
"Female",4,3,6,4.8,6,1.2,0,5,3,4,3,23,16,10,1,"B",43,"L",4741,4256,965,"Y"
"Female",4,3,6,4.8,2.4,6,20,2,1,4,5,50,16,30,1,"B",0,"L",7105,9851,452,"N"
"Male",5,1,3.6,2.4,6,2.4,101,4,1,5,4,9,9,30,2,"B",0,"D",2140,9050,1399,"N"
"Male",5,1,6,6,1.2,3.6,0,2,3,3,5,42,25,50,3,"P",0,"D",8641,245,431,"N"
"Male",4,3,6,4.8,2.4,6,0,2,1,2,4,19,16,40,3,"B",0,"L",9046,3967,1521,"N"
"Female",5,2,4.8,1.2,3.6,1.2,0,2,1,5,3,25,1,40,2,"B",4,"L",7273,5393,473,"N"
"Male",2,5,1.2,2.4,2.4,4.8,118,4,1,4,5,10,16,30,2,"B",11,"L",7067,3024,588,"N"
"Male",5,2,4.8,6,1.2,1.2,58,5,3,4,5,59,25,10,1,"B",9,"L",6753,7366,3004,"Y"
"Female",4,1,4.8,6,6,6,0,5,1,5,4,20,25,40,2,"B",5,"L",4128,9991,1076,"N"
"Male",1,1,4.8,3.6,3.6,4.8,0,5,1,3,5,15,16,10,3,"B",420,"L",1013,4357,500,"N"
"Male",3,0,4.8,4.8,6,1.2,2,4,3,5,4,51,25,10,1,"B",0,"L",8604,3825,2280,"Y"
"Female",5,3,4.8,3.6,2.4,6,13,2,1,3,3,67,25,50,2,"B",2,"L",2051,6364,372,"N"
"Male",5,4,6,6,3.6,4.8,0,3,1,5,5,23,25,20,5,"B",29,"L",882,5298,757,"Y"
"Female",1,2,6,6,6,2.4,0,5,3,3,5,45,16,20,2,"B",0,"L",1003,6948,631,"Y"
"Male",2,1,2.4,4.8,6,2.4,0,5,3,5,4,21,4,30,3,"B",54,"L",971,8714,262,"Y"
"Female",5,5,4.8,6,4.8,4.8,7,4,1,3,5,63,25,30,4,"P",0,"L",8700,672,594,"N"
"Female",4,3,4.8,3.6,2.4,1.2,0,3,1,4,3,58,16,20,3,"P",0,"L",634,2906,495,"N"
"Male",4,4,4.8,3.6,3.6,3.6,77,4,3,3,3,52,25,30,3,"B",36,"L",9699,1930,223,"Y"
"Female",5,3,6,2.4,2.4,2.4,26,1,1,5,3,22,16,20,2,"P",0,"L",5185,4975,696,"Y"
"Female",2,3,1.2,4.8,4.8,6,4,4,3,3,4,39,16,40,4,"P",0,"L",5868,397,3922,"Y"
"Male",3,0,6,6,2.4,3.6,0,5,3,4,5,58,9,30,3,"B",10,"L",5545,7533,3780,"Y"
"Female",4,5,4.8,3.6,4.8,4.8,0,2,1,2,5,31,25,30,3,"B",4,"L",1937,3156,683,"N"
"Female",2,4,4.8,6,2.4,3.6,0,5,3,3,5,52,25,30,3,"B",72,"L",5081,5860,954,"Y"
"Female",3,2,6,2.4,4.8,0,12,1,1,4,4,39,9,50,1,"B",0,"D",7582,3809,565,"N"
"Female",3,2,2.4,6,2.4,6,66,3,3,2,5,14,9,40,2,"P",0,"L",4512,6862,1065,"N"
"Female",1,4,6,2.4,2.4,0,0,2,1,1,4,37,25,20,4,"B",0,"D",8014,7371,425,"N"
"Female",2,4,3.6,6,1.2,6,0,5,3,3,5,44,9,50,5,"B",29,"L",4735,4469,2602,"Y"
"Female",2,3,6,4.8,4.8,4.8,41,3,3,2,4,57,1,40,4,"B",20,"L",210,960,273,"N"
"Female",3,3,4.8,3.6,2.4,2.4,0,2,2,3,4,31,4,20,2,"P",5,"L",8088,6962,738,"N"
"Male",3,0,3.6,6,4.8,4.8,0,5,3,4,5,52,16,40,4,"B",92,"L",1471,8633,2655,"Y"
"Male",4,3,4.8,1.2,2.4,6,13,2,1,1,1,45,16,20,2,"B",0,"L",2100,6695,447,"N"
"Female",5,2,4.8,3.6,4.8,4.8,0,4,1,1,5,22,9,30,4,"P",5,"D",7831,1528,1009,"Y"
"Female",4,2,1.2,4.8,1.2,1.2,59,4,3,4,4,57,25,10,1,"B",37,"L",4774,5288,1985,"Y"
"Male",3,4,4.8,4.8,6,6,0,4,3,3,4,56,25,50,5,"B",5,"L",9230,7052,2414,"Y"
"Male",5,2,6,3.6,3.6,1.2,40,2,3,3,5,33,9,10,1,"B",0,"D",1233,1834,588,"N"
"Male",3,2,4.8,3.6,6,4.8,0,4,1,5,2,29,9,10,1,"P",43,"L",7947,1447,1174,"N"
"Female",1,2,6,2.4,1.2,2.4,0,4,1,4,4,27,9,30,2,"B",3,"D",9795,9,1008,"N"
"Female",3,2,1.2,2.4,1.2,2.4,0,2,3,3,2,37,16,20,4,"P",31,"L",2696,291,3355,"N"
"Female",2,3,4.8,6,4.8,4.8,0,5,3,4,5,58,25,40,4,"B",3,"L",277,4599,237,"Y"
"Female",1,3,4.8,6,1.2,6,0,1,3,2,1,23,4,50,4,"B",0,"L",5130,5486,2475,"N"
"Female",5,5,1.2,4.8,2.4,4.8,0,4,2,3,5,31,25,20,3,"B",27,"L",8611,1060,986,"N"
"Male",4,4,3.6,3.6,1.2,6,0,4,1,2,4,33,25,40,4,"B",12,"L",4001,3650,773,"N"
"Male",3,3,6,3.6,6,6,0,4,1,1,4,20,25,30,3,"B",24,"L",4664,6672,442,"N"
"Male",4,2,2.4,6,6,1.2,0,5,1,5,5,62,9,10,1,"P",169,"L",8216,7455,399,"Y"
"Male",1,1,4.8,4.8,1.2,6,11,1,1,4,2,61,16,30,2,"B",88,"L",4428,8388,109,"N"
"Female",4,1,2.4,6,4.8,6,0,2,3,2,5,49,16,10,5,"B",0,"D",5694,8923,926,"Y"
"Male",5,0,6,3.6,3.6,6,1,4,3,2,5,49,9,30,5,"B",0,"D",9159,5519,1562,"Y"
"Male",2,2,3.6,1.2,3.6,1.2,14,1,2,5,2,48,4,10,1,"B",6,"L",4147,7288,1597,"Y"
"Male",3,2,3.6,6,1.2,1.2,0,5,3,3,5,41,9,10,5,"B",0,"L",9047,5441,1904,"Y"
"Male",4,2,3.6,6,4.8,1.2,0,5,3,4,5,56,16,10,1,"B",0,"L",2845,7104,2402,"Y"
"Female",5,5,4.8,4.8,6,6,0,4,3,5,4,47,16,50,5,"P",0,"L",2215,2165,3857,"Y"
"Male",4,5,2.4,2.4,4.8,4.8,0,2,1,3,4,29,16,40,2,"B",0,"L",3647,4018,610,"N"
"Male",3,4,3.6,4.8,4.8,4.8,0,4,3,5,4,24,16,40,5,"P",3,"L",6971,2396,644,"Y"
"Female",5,3,3.6,2.4,6,1.2,0,2,1,3,3,59,1,10,1,"B",0,"L",7938,3961,669,"N"
"Female",5,2,6,1.2,3.6,2.4,20,3,1,4,4,70,1,30,2,"B",0,"L",4748,8668,258,"N"
"Female",5,1,6,2.4,3.6,6,7,2,1,5,2,54,16,50,5,"B",3,"L",8770,9384,134,"Y"
"Male",4,2,4.8,6,6,6,5,4,1,4,3,43,1,50,5,"P",0,"L",1028,5871,402,"Y"
"Female",3,3,4.8,6,1.2,4.8,11,5,1,2,5,21,16,40,3,"B",7,"L",6411,3709,756,"N"
"Female",4,3,6,6,2.4,3.6,47,5,3,1,4,33,25,40,3,"P",0,"D",9296,1262,337,"N"
"Female",5,2,6,3.6,4.8,6,12,4,1,2,3,53,9,50,5,"P",0,"L",1401,327,346,"Y"
"Female",5,1,1.2,1.2,6,1.2,66,1,2,2,4,59,9,30,3,"B",0,"L",4773,1001,846,"N"
"Female",3,3,2.4,4.8,4.8,2.4,0,4,3,4,4,43,16,20,2,"P",58,"L",9721,9537,1747,"Y"
"Male",5,2,4.8,2.4,4.8,6,13,2,1,4,2,46,16,30,2,"P",150,"L",1857,2779,1587,"N"
"Female",1,3,2.4,6,4.8,6,2,2,1,4,4,62,9,30,1,"B",0,"L",3898,3577,563,"N"
"Male",4,5,3.6,3.6,6,6,0,1,3,5,3,56,25,50,1,"B",10,"L",5416,4500,674,"N"
"Male",4,0,6,3.6,6,1.2,0,3,3,5,3,59,9,10,1,"B",175,"L",4183,3135,3155,"Y"
"Male",5,1,6,1.2,6,3.6,3,3,1,4,1,29,16,10,3,"B",78,"D",4028,1090,1052,"N"
"Female",4,2,4.8,3.6,6,1.2,0,3,3,1,5,26,9,20,1,"B",30,"D",8951,6543,1452,"N"
"Female",5,2,2.4,1.2,4.8,4.8,0,1,3,1,1,52,16,40,4,"P",0,"L",5514,1648,3404,"N"
"Male",4,1,4.8,3.6,2.4,4.8,43,3,1,4,4,41,9,20,2,"B",0,"L",115,781,680,"N"
"Male",2,1,6,3.6,6,1.2,196,3,3,4,3,39,16,10,1,"B",0,"L",2443,5238,405,"N"
"Male",3,1,6,6,4.8,2.4,0,4,3,4,5,58,1,20,2,"B",0,"L",1810,4459,3877,"Y"
"Female",1,1,3.6,2.4,6,4.8,0,5,1,2,3,55,4,30,1,"B",47,"D",6759,3893,399,"N"
"Male",4,3,3.6,3.6,4.8,6,2,1,1,5,4,12,16,20,4,"B",41,"L",8345,5017,2133,"Y"
"Male",5,2,1.2,4.8,6,2.4,0,4,3,3,4,55,9,20,2,"B",28,"L",6724,6595,1555,"Y"
"Female",4,5,6,2.4,3.6,1.2,0,2,1,3,1,19,9,30,1,"B",5,"D",3516,2616,834,"N"
"Female",4,4,4.8,2.4,2.4,2.4,50,2,3,4,2,41,1,20,2,"B",14,"L",6431,5382,2795,"N"
"Female",3,4,2.4,3.6,4.8,0,0,3,3,1,3,38,4,40,0,"P",5,"D",2097,5278,134,"N"
"Female",5,3,4.8,1.2,6,4.8,0,1,1,3,1,60,4,40,5,"B",0,"L",3689,4030,431,"N"
"Male",4,5,1.2,2.4,2.4,1.2,0,5,1,2,3,50,9,20,3,"P",46,"L",3567,5114,429,"N"
"Female",5,3,6,6,1.2,6,4,5,3,3,5,8,16,50,1,"B",13,"L",9423,5474,762,"N"
"Male",3,3,4.8,6,4.8,4.8,0,5,1,4,5,22,16,40,1,"B",0,"D",8183,2755,297,"N"
"Female",2,2,4.8,4.8,4.8,6,15,5,1,5,4,18,9,30,3,"P",91,"L",2333,2057,1075,"N"
"Female",5,1,1.2,2.4,6,2.4,0,2,3,4,2,66,4,20,2,"P",54,"L",8000,3453,288,"N"
"Female",5,3,4.8,4.8,4.8,0,22,5,1,5,4,22,9,30,4,"B",3,"D",6553,2812,156,"N"
"Female",5,4,1.2,2.4,6,2.4,0,2,3,5,2,58,25,20,2,"B",0,"L",6372,5753,2792,"Y"
"Female",5,3,4.8,3.6,6,2.4,0,1,1,1,3,19,16,20,2,"B",0,"L",4342,2544,522,"N"
"Male",1,2,1.2,6,4.8,6,0,5,1,2,5,42,16,50,5,"B",0,"L",1510,2053,867,"Y"
"Female",2,3,4.8,2.4,4.8,4.8,0,5,1,4,4,18,1,30,1,"B",125,"L",9456,2871,1023,"N"
"Male",5,4,4.8,2.4,6,6,0,2,1,4,4,39,16,30,3,"P",0,"L",2388,9108,2454,"N"
"Female",4,5,3.6,4.8,1.2,3.6,9,2,1,4,4,22,25,40,3,"B",5,"D",5729,1802,1927,"N"
"Female",5,4,4.8,6,4.8,0,0,3,3,3,5,42,16,20,0,"B",7,"D",6702,2420,1788,"N"
"Male",5,3,2.4,1.2,6,0,0,1,1,2,2,26,16,20,2,"P",0,"D",8217,1236,300,"N"
"Male",1,4,6,1.2,3.6,3.6,3,2,1,2,4,60,1,30,3,"B",0,"L",6654,5031,903,"N"
"Male",2,1,4.8,3.6,6,6,20,2,3,4,5,25,25,50,2,"B",0,"D",6396,356,403,"N"
"Female",2,4,4.8,4.8,4.8,6,0,4,3,1,4,51,9,50,5,"B",0,"L",408,351,3464,"N"
"Female",5,3,4.8,6,6,6,70,2,1,5,5,63,25,10,3,"B",3,"L",1315,2521,622,"N"
"Male",1,5,3.6,2.4,2.4,2.4,0,2,3,4,2,38,16,20,2,"B",0,"L",2906,9095,1637,"N"
"Male",4,2,6,4.8,3.6,2.4,1,5,3,5,4,44,25,20,2,"B",9,"L",9094,9891,2667,"Y"
"Female",4,4,6,1.2,6,4.8,1,5,1,1,2,58,16,10,4,"B",0,"L",5199,9897,1481,"N"
"Female",5,5,6,6,2.4,6,48,5,3,4,5,40,9,50,5,"B",0,"L",6040,1211,280,"Y"
"Female",4,1,2.4,3.6,4.8,4.8,20,3,1,3,4,8,9,50,3,"B",0,"L",2357,1679,430,"N"
"Female",3,3,6,3.6,4.8,4.8,14,3,1,2,3,18,16,40,3,"B",73,"L",7917,1368,861,"N"
"Male",2,1,4.8,4.8,2.4,2.4,0,4,3,4,4,39,9,20,2,"B",0,"L",1745,554,166,"Y"
"Male",3,5,6,6,2.4,6,0,5,3,4,5,41,1,50,5,"B",21,"L",8754,9439,2913,"Y"
"Female",4,4,6,4.8,4.8,6,7,4,3,5,4,53,16,50,4,"B",0,"L",9011,9543,3038,"Y"
"Female",2,1,6,6,6,6,0,5,3,5,5,41,25,50,5,"P",0,"L",9339,4304,689,"Y"
"Male",5,1,4.8,6,1.2,6,10,5,3,3,5,39,16,50,5,"P",0,"L",7037,7622,2694,"Y"
"Female",4,1,4.8,4.8,2.4,6,0,3,1,1,4,36,16,20,3,"P",24,"L",2232,617,409,"N"
"Female",1,2,4.8,4.8,1.2,6,0,4,1,2,4,47,16,30,1,"B",0,"L",7676,3716,605,"N"
"Female",2,5,1.2,4.8,2.4,4.8,0,1,1,4,2,52,9,10,4,"B",11,"L",7042,6317,872,"N"
"Male",1,5,4.8,2.4,2.4,2.4,0,2,3,5,4,39,1,40,2,"B",3,"D",1756,9960,164,"N"
"Female",4,3,3.6,3.6,4.8,1.2,0,4,3,4,3,50,25,10,1,"B",0,"L",6566,4532,622,"Y"
"Male",3,1,3.6,1.2,3.6,6,0,5,1,4,2,22,1,30,3,"P",0,"L",1370,5350,395,"N"
"Male",5,2,3.6,3.6,4.8,1.2,0,3,1,4,3,42,16,10,1,"B",0,"L",6656,3270,733,"N"
"Male",4,2,6,4.8,3.6,1.2,39,4,3,3,4,51,9,10,1,"P",0,"L",5109,3425,2693,"Y"
"Female",5,1,6,2.4,2.4,3.6,25,2,3,1,2,39,9,30,3,"B",0,"L",4718,1635,3171,"N"
"Male",5,1,4.8,6,6,6,0,2,2,1,4,30,1,50,1,"P",139,"L",3723,6858,551,"N"
"Female",5,3,4.8,4.8,6,3.6,14,4,3,3,4,47,9,40,4,"B",0,"L",6309,4744,3027,"Y"
"Male",5,1,4.8,1.2,4.8,3.6,0,2,3,5,1,40,9,30,3,"P",24,"L",8797,6613,1993,"Y"
"Male",4,2,3.6,4.8,6,1.2,11,5,3,4,1,31,25,10,1,"B",12,"L",7138,1145,1499,"Y"
"Male",3,4,3.6,4.8,2.4,1.2,17,4,3,4,4,45,25,10,1,"B",382,"L",1239,3589,3927,"Y"
"Female",3,1,3.6,4.8,4.8,3.6,0,4,1,1,4,42,25,30,3,"B",8,"L",8632,2688,397,"Y"
"Male",3,2,1.2,2.4,2.4,6,0,2,3,3,4,27,4,50,5,"B",0,"L",1721,505,802,"N"
"Female",3,5,3.6,6,3.6,6,0,1,1,2,4,30,16,20,2,"B",0,"L",3881,1895,528,"N"
"Female",2,3,4.8,3.6,1.2,4.8,0,3,1,4,4,33,16,40,4,"B",22,"L",7380,427,641,"N"
"Male",2,2,2.4,2.4,4.8,2.4,67,2,2,5,2,12,16,10,3,"B",0,"L",2758,6482,646,"N"
"Female",4,4,2.4,3.6,4.8,3.6,0,2,2,3,3,30,1,40,3,"B",0,"D",8042,824,1500,"N"
"Male",5,1,4.8,1.2,2.4,4.8,0,3,1,2,3,50,1,40,1,"B",22,"L",4458,9922,370,"Y"
"Female",3,4,1.2,3.6,6,6,0,3,3,4,3,36,25,50,5,"B",18,"L",4417,7410,3491,"Y"
"Male",1,3,6,6,4.8,0,0,4,3,3,5,66,9,30,4,"B",0,"L",5326,7125,221,"N"
"Female",5,4,3.6,3.6,3.6,4.8,3,3,3,5,5,22,16,40,4,"B",0,"L",9417,1239,2282,"Y"
"Male",3,2,6,3.6,4.8,4.8,0,3,1,1,4,30,9,20,3,"B",29,"L",791,5951,361,"N"
"Male",3,2,3.6,4.8,3.6,4.8,0,3,1,3,4,47,9,10,2,"B",0,"L",3775,8515,547,"N"
"Female",2,1,3.6,3.6,6,6,0,2,1,5,4,13,9,10,5,"P",11,"L",7609,435,1065,"Y"
"Male",1,3,6,1.2,3.6,4.8,0,5,3,3,4,18,16,30,2,"B",38,"D",4407,7256,1192,"N"
"Female",2,3,4.8,3.6,2.4,0,0,5,3,5,4,25,9,40,1,"B",30,"D",8972,8837,602,"N"
"Female",4,4,6,3.6,4.8,3.6,0,3,3,5,4,41,16,30,3,"P",0,"D",3930,7404,2296,"N"
"Male",3,3,4.8,3.6,4.8,3.6,0,3,3,5,3,51,9,30,3,"B",0,"L",3801,8364,3182,"Y"
"Male",5,2,1.2,2.4,6,2.4,0,3,1,5,2,14,1,20,2,"B",26,"L",6734,6554,1045,"N"
"Female",3,3,4.8,2.4,4.8,3.6,0,2,2,1,4,12,9,30,4,"P",6,"L",9919,6723,296,"N"
"Male",4,2,3.6,1.2,3.6,0,0,5,2,3,4,34,9,10,0,"B",22,"L",9144,7946,109,"Y"
"Female",2,2,4.8,4.8,6,2.4,0,3,1,2,3,47,1,20,2,"B",0,"L",5410,986,2139,"N"
"Male",3,0,4.8,2.4,2.4,6,2,4,1,3,2,36,16,40,2,"B",0,"D",1529,3473,187,"N"
"Male",3,3,4.8,3.6,3.6,1.2,1,4,3,4,3,47,16,10,1,"P",0,"L",8350,1771,3766,"Y"
"Female",4,1,4.8,4.8,3.6,4.8,0,4,3,3,4,46,4,40,3,"B",0,"L",1478,4545,1075,"Y"
"Female",2,3,6,6,2.4,3.6,0,5,1,5,4,22,16,30,3,"P",11,"D",795,6892,1407,"N"
"Female",1,4,6,4.8,6,3.6,0,4,3,3,4,54,25,30,3,"P",0,"L",9141,7441,1389,"Y"
"Male",1,3,4.8,6,1.2,6,0,4,3,3,5,20,9,50,0,"B",27,"D",5985,577,768,"Y"
"Male",3,4,4.8,3.6,4.8,6,0,3,3,3,3,47,16,50,5,"B",32,"L",8064,9778,649,"Y"
"Male",3,2,6,3.6,3.6,6,0,5,1,2,4,8,9,10,1,"B",0,"L",5327,6213,835,"N"
"Female",3,0,3.6,3.6,6,3.6,0,4,1,4,3,32,25,40,4,"P",0,"L",1637,2291,2762,"Y"
"Female",5,1,6,4.8,4.8,6,108,4,3,1,4,66,9,50,5,"B",0,"L",4635,456,2611,"N"
"Female",5,5,3.6,2.4,4.8,4.8,25,1,1,5,2,45,16,10,1,"P",13,"L",8208,3441,369,"N"
"Female",2,4,1.2,6,6,3.6,0,4,3,5,5,70,9,30,3,"P",0,"L",2007,5599,2478,"Y"
"Male",4,2,3.6,6,2.4,6,52,5,1,5,4,43,16,40,1,"B",0,"L",374,15,994,"N"
"Male",4,2,1.2,6,1.2,1.2,47,5,1,1,5,56,25,10,1,"B",0,"L",6207,600,109,"Y"
"Male",4,2,6,1.2,4.8,3.6,0,4,3,4,1,69,16,30,4,"B",0,"L",591,5112,177,"N"
"Male",2,3,4.8,2.4,4.8,1.2,0,2,1,3,3,29,16,30,2,"B",0,"L",548,7358,967,"N"
"Female",3,1,4.8,4.8,2.4,3.6,35,5,1,2,3,49,9,30,3,"B",0,"L",3843,1958,325,"N"
"Female",5,2,6,4.8,3.6,1.2,0,2,1,5,4,40,9,40,2,"B",0,"L",5200,8930,399,"N"
"Female",4,3,2.4,6,6,1.2,0,2,3,3,5,29,16,30,1,"B",7,"D",7780,2319,1400,"N"
"Male",4,4,4.8,4.8,4.8,4.8,0,2,1,5,4,31,16,40,4,"B",0,"L",6182,8518,77,"Y"
"Female",5,1,2.4,3.6,3.6,2.4,0,4,1,2,3,25,9,20,2,"B",0,"L",3193,156,308,"N"
"Male",1,5,6,4.8,4.8,3.6,57,4,3,3,4,56,25,30,3,"B",0,"L",1820,695,2224,"Y"
"Female",5,3,3.6,4.8,2.4,1.2,30,4,1,2,3,12,1,30,2,"B",57,"L",6254,5093,937,"N"
"Female",5,2,2.4,3.6,3.6,3.6,0,5,3,4,5,26,9,10,3,"P",0,"D",7615,2406,602,"N"
"Male",1,1,4.8,6,3.6,0,293,3,2,3,2,59,9,30,1,"P",0,"L",5867,7440,814,"N"
"Male",5,5,1.2,4.8,4.8,1.2,0,4,3,5,4,47,16,10,1,"B",46,"L",6239,2846,2966,"Y"
"Female",1,4,4.8,4.8,4.8,2.4,53,5,3,5,4,41,9,20,1,"B",0,"L",9227,2103,873,"Y"
"Male",4,2,4.8,6,1.2,1.2,22,2,3,2,4,27,25,10,1,"P",28,"L",9400,7814,764,"Y"
"Male",4,4,6,4.8,6,4.8,0,3,1,3,4,9,4,40,4,"B",0,"L",8460,5439,936,"N"
"Male",4,5,2.4,2.4,6,1.2,0,1,1,5,5,52,9,10,1,"B",0,"L",8569,1768,308,"Y"
"Female",4,2,1.2,2.4,1.2,2.4,0,2,1,5,3,18,1,30,1,"B",0,"D",4682,9359,631,"N"
"Male",5,5,3.6,3.6,6,2.4,0,4,1,3,3,49,9,20,3,"B",0,"L",9850,8854,1107,"N"
"Female",1,4,6,4.8,1.2,4.8,0,3,3,2,1,30,4,40,4,"B",0,"L",9693,9604,578,"N"
"Female",2,3,6,2.4,6,2.4,4,5,1,2,4,27,9,40,2,"B",0,"L",8091,8175,2475,"N"
"Male",3,5,3.6,1.2,6,2.4,0,1,1,1,3,58,4,20,3,"B",0,"L",8074,1359,383,"N"
"Female",4,1,6,1.2,4.8,2.4,0,1,3,4,2,39,1,20,2,"B",0,"D",6465,6462,611,"N"
"Female",5,3,2.4,3.6,4.8,2.4,0,4,3,3,4,33,9,20,2,"P",18,"L",8675,187,2138,"Y"
"Female",3,3,4.8,4.8,6,3.6,65,4,3,2,4,47,9,30,3,"B",0,"L",6194,3148,1400,"Y"
"Female",2,5,4.8,6,6,4.8,0,4,3,3,5,51,16,40,4,"B",0,"L",8502,1684,215,"Y"
"Male",5,5,6,3.6,6,4.8,0,3,3,5,3,37,9,40,4,"P",0,"L",1803,6911,3903,"Y"
"Female",2,3,6,1.2,4.8,2.4,0,3,1,5,1,63,1,20,2,"P",0,"L",2902,2503,463,"Y"
"Female",2,3,3.6,2.4,2.4,2.4,0,4,1,5,4,39,9,20,2,"B",10,"L",5085,8701,209,"Y"
"Female",3,3,4.8,2.4,6,4.8,4,2,1,3,2,61,16,40,4,"P",0,"L",1797,458,429,"N"
"Male",4,3,3.6,4.8,1.2,6,0,4,3,5,4,44,4,50,5,"B",3,"L",1179,7778,748,"Y"
"Male",1,2,4.8,6,2.4,4.8,8,4,1,1,2,36,4,30,4,"P",0,"L",760,715,368,"N"
"Male",5,4,3.6,4.8,2.4,6,1,4,2,4,4,64,25,50,4,"B",10,"L",2115,3318,577,"N"
"Female",1,5,2.4,4.8,6,4.8,0,5,2,4,4,35,4,40,4,"B",0,"L",2483,4463,951,"N"
"Female",4,4,6,3.6,1.2,6,6,4,3,5,5,22,9,50,5,"P",4,"L",3341,2637,1449,"Y"
"Male",4,2,1.2,4.8,6,2.4,3,5,3,3,4,32,9,20,2,"P",0,"L",9536,1263,3251,"Y"
"Female",4,2,6,4.8,3.6,2.4,0,5,3,5,4,56,25,50,5,"P",0,"L",1729,3026,3846,"Y"
"Male",2,2,4.8,3.6,2.4,0,0,2,1,4,3,42,16,40,4,"B",142,"D",7764,8044,223,"N"
"Male",1,2,2.4,3.6,1.2,6,0,3,1,3,5,41,25,30,4,"B",92,"L",4125,8777,308,"N"
"Male",5,3,4.8,6,1.2,4.8,0,5,3,1,5,51,9,40,4,"B",9,"L",8445,6359,86,"Y"
"Female",3,4,4.8,2.4,2.4,2.4,104,2,3,3,2,42,9,20,2,"B",0,"L",4299,4728,3272,"Y"
"Female",2,4,6,3.6,6,6,11,3,3,5,3,54,9,50,5,"B",0,"L",1097,282,1933,"Y"
"Female",4,4,1.2,4.8,3.6,1.2,0,4,3,5,4,43,16,10,3,"B",26,"L",5285,9111,2539,"Y"
"Male",5,2,4.8,6,4.8,3.6,0,5,3,4,5,58,25,30,3,"B",0,"L",8554,6724,3596,"Y"
"Male",2,3,4.8,3.6,6,6,24,4,1,2,5,10,16,20,2,"B",0,"L",2776,6420,2248,"N"
"Female",5,3,2.4,4.8,1.2,3.6,0,4,1,1,4,57,9,30,3,"B",0,"L",9167,4814,199,"Y"
"Female",2,1,1.2,3.6,6,1.2,0,1,1,2,4,38,16,40,2,"B",0,"D",756,9069,408,"N"
"Female",4,1,4.8,6,4.8,4.8,0,5,1,2,4,11,16,30,2,"B",1,"L",5771,6509,312,"N"
"Female",5,1,3.6,3.6,3.6,2.4,22,2,3,4,5,23,25,20,3,"B",37,"L",3317,9423,1703,"Y"
"Male",3,4,6,1.2,4.8,2.4,0,4,1,3,4,35,1,30,3,"P",0,"L",2705,277,868,"N"
"Male",5,4,6,3.6,2.4,2.4,0,2,1,2,3,58,4,20,2,"B",191,"L",7519,1437,463,"N"
